article_id,periodical,periodical_label,issue_id,year,basis,polarity
1979-11-13-right-canalejas-de-puerto-real,candil,Candil,1979-11,1979,heritage,legitimating
1979-11-14-right-quienes-fueron-los-maestros-fran,candil,Candil,1979-11,1979,tradition,legitimating
1979-11-14-right-quienes-fueron-los-maestros-fran,candil,Candil,1979-11,1979,pedagogy,legitimating
1979-11-14-right-quienes-fueron-los-maestros-fran,candil,Candil,1979-11,1979,criticism,legitimating
1979-11-15-right-discograf-a-flamenca,candil,Candil,1979-11,1979,criticism,mixed
1979-11-15-right-discograf-a-flamenca,candil,Candil,1979-11,1979,tradition,mixed
1979-11-15-right-discograf-a-flamenca,candil,Candil,1979-11,1979,pedagogy,mixed
1980-01-3-right-editorial,candil,Candil,1980-01,1980,heritage,legitimating
1980-01-3-right-editorial,candil,Candil,1980-01,1980,authenticity,legitimating
1980-01-3-right-editorial,candil,Candil,1980-01,1980,tradition,legitimating
1980-01-4-right-a-nadie-se-le-puede-sustraer-lo-,candil,Candil,1980-01,1980,criticism,contested
1980-01-4-right-a-nadie-se-le-puede-sustraer-lo-,candil,Candil,1980-01,1980,pedagogy,contested
1980-01-6-right-martos-en-la-geografia-de-los-ca,candil,Candil,1980-01,1980,pedagogy,legitimating
1980-01-6-right-martos-en-la-geografia-de-los-ca,candil,Candil,1980-01,1980,heritage,legitimating
1980-01-6-right-martos-en-la-geografia-de-los-ca,candil,Candil,1980-01,1980,criticism,legitimating
1980-01-9-right-a-antonio-cuevas-el-piki-devorad,candil,Candil,1980-01,1980,criticism,legitimating
1980-01-9-right-a-antonio-cuevas-el-piki-devorad,candil,Candil,1980-01,1980,community,legitimating
1980-01-12-right-la-saeta-de-ja-n,candil,Candil,1980-01,1980,criticism,mixed
1980-01-12-right-la-saeta-de-ja-n,candil,Candil,1980-01,1980,heritage,mixed
1980-01-12-right-la-saeta-de-ja-n,candil,Candil,1980-01,1980,authenticity,mixed
1980-01-13-left-alfredo-arrebola-embajador-flame,candil,Candil,1980-01,1980,criticism,legitimating
1980-01-13-left-alfredo-arrebola-embajador-flame,candil,Candil,1980-01,1980,pedagogy,legitimating
1980-01-13-left-alfredo-arrebola-embajador-flame,candil,Candil,1980-01,1980,heritage,legitimating
1980-01-13-right-quienes-fueron-los-maestros,candil,Candil,1980-01,1980,criticism,legitimating
1980-01-13-right-quienes-fueron-los-maestros,candil,Candil,1980-01,1980,tradition,legitimating
1980-01-14-right-flamenca,candil,Candil,1980-01,1980,authenticity,delegitimating
1980-01-14-right-flamenca,candil,Candil,1980-01,1980,criticism,delegitimating
1980-01-15-right-juan-a-ib-nez-miembro-de-la-c-te,candil,Candil,1980-01,1980,heritage,legitimating
1980-01-15-right-juan-a-ib-nez-miembro-de-la-c-te,candil,Candil,1980-01,1980,criticism,legitimating
1980-01-16-left-fernando-montoro-en-el-club-cult,candil,Candil,1980-01,1980,criticism,mixed
1980-03-4-right-donde-dios-era-undeb,candil,Candil,1980-03,1980,authenticity,contested
1980-03-4-right-donde-dios-era-undeb,candil,Candil,1980-03,1980,tradition,contested
1980-03-4-right-donde-dios-era-undeb,candil,Candil,1980-03,1980,community,contested
1980-03-4-right-donde-dios-era-undeb,candil,Candil,1980-03,1980,criticism,contested
1980-03-7-right-una-teoria-regeneracionista-y-ar,candil,Candil,1980-03,1980,criticism,legitimating
1980-03-7-right-una-teoria-regeneracionista-y-ar,candil,Candil,1980-03,1980,heritage,legitimating
1980-03-11-right-di-logos-con-manuel-oliv,candil,Candil,1980-03,1980,criticism,mixed
1980-03-11-right-di-logos-con-manuel-oliv,candil,Candil,1980-03,1980,community,mixed
1980-03-12-right-la-verdad-sobre-rita-la-cantaora,candil,Candil,1980-03,1980,criticism,contested
1980-03-12-right-la-verdad-sobre-rita-la-cantaora,candil,Candil,1980-03,1980,community,contested
1980-03-13-right-pueblo-y-pol-tica-en-el-cante-jo,candil,Candil,1980-03,1980,community,legitimating
1980-03-13-right-pueblo-y-pol-tica-en-el-cante-jo,candil,Candil,1980-03,1980,authenticity,legitimating
1980-03-13-right-pueblo-y-pol-tica-en-el-cante-jo,candil,Candil,1980-03,1980,criticism,legitimating
1980-03-14-left-una-revista-flamenca-sevilla-fla,candil,Candil,1980-03,1980,criticism,mixed
1980-03-14-left-una-revista-flamenca-sevilla-fla,candil,Candil,1980-03,1980,pedagogy,mixed
1980-03-14-left-una-revista-flamenca-sevilla-fla,candil,Candil,1980-03,1980,community,mixed
1980-03-15-left-pepe-de-la-matrona-ya-en-la-memo,candil,Candil,1980-03,1980,authenticity,legitimating
1980-03-15-left-pepe-de-la-matrona-ya-en-la-memo,candil,Candil,1980-03,1980,criticism,legitimating
1980-03-15-left-pepe-de-la-matrona-ya-en-la-memo,candil,Candil,1980-03,1980,tradition,legitimating
1980-03-15-right-quienes-fueron-los-maestros,candil,Candil,1980-03,1980,criticism,legitimating
1980-03-15-right-quienes-fueron-los-maestros,candil,Candil,1980-03,1980,tradition,legitimating
1980-03-16-left-enrique-el-mellizo,candil,Candil,1980-03,1980,criticism,legitimating
1980-03-16-left-enrique-el-mellizo,candil,Candil,1980-03,1980,pedagogy,legitimating
1980-03-16-left-enrique-el-mellizo,candil,Candil,1980-03,1980,tradition,legitimating
1980-05-4-right-los-festivales-flamencos,candil,Candil,1980-05,1980,authenticity,delegitimating
1980-05-4-right-los-festivales-flamencos,candil,Candil,1980-05,1980,criticism,delegitimating
1980-05-6-right-viejas-p-ginas-flamencas,candil,Candil,1980-05,1980,heritage,legitimating
1980-05-6-right-viejas-p-ginas-flamencas,candil,Candil,1980-05,1980,tradition,legitimating
1980-05-6-right-viejas-p-ginas-flamencas,candil,Candil,1980-05,1980,criticism,legitimating
1980-05-8-right-los-cafes-cantantes-de-madrid,candil,Candil,1980-05,1980,criticism,legitimating
1980-05-9-left-tres-instantes-flamencos,candil,Candil,1980-05,1980,criticism,legitimating
1980-05-9-left-tres-instantes-flamencos,candil,Candil,1980-05,1980,community,legitimating
1980-05-10-right-joselero,candil,Candil,1980-05,1980,authenticity,mixed
1980-05-10-right-joselero,candil,Candil,1980-05,1980,community,mixed
1980-05-12-right-aunque-no-quepa-en-el-papel-a-pr,candil,Candil,1980-05,1980,criticism,contested
1980-05-15-left-flamenca,candil,Candil,1980-05,1980,criticism,mixed
1980-05-15-right-quienes-fueron-los-maestros,candil,Candil,1980-05,1980,criticism,legitimating
1980-05-15-right-quienes-fueron-los-maestros,candil,Candil,1980-05,1980,pedagogy,legitimating
1980-07-3-right-editorial,candil,Candil,1980-07,1980,authenticity,legitimating
1980-07-3-right-editorial,candil,Candil,1980-07,1980,tradition,legitimating
1980-07-3-right-editorial,candil,Candil,1980-07,1980,heritage,legitimating
1980-07-4-right-el-sentido-intrascendental-de-la,candil,Candil,1980-07,1980,criticism,contested
1980-07-4-right-el-sentido-intrascendental-de-la,candil,Candil,1980-07,1980,community,contested
1980-07-6-right-ante-la-situaci-n-de-los-flamenc,candil,Candil,1980-07,1980,heritage,legitimating
1980-07-6-right-ante-la-situaci-n-de-los-flamenc,candil,Candil,1980-07,1980,criticism,legitimating
1980-07-8-right-a-prop-sito-del-viii-congreso-de,candil,Candil,1980-07,1980,authenticity,mixed
1980-07-8-right-a-prop-sito-del-viii-congreso-de,candil,Candil,1980-07,1980,community,mixed
1980-07-8-right-a-prop-sito-del-viii-congreso-de,candil,Candil,1980-07,1980,criticism,mixed
1980-07-9-left-las-letras-flamencas-de,candil,Candil,1980-07,1980,criticism,legitimating
1980-07-10-right-aunque-no-quepa-en-el-papel,candil,Candil,1980-07,1980,criticism,delegitimating
1980-07-12-right-manuel-vallejo-o-el-ruise-or-fla,candil,Candil,1980-07,1980,criticism,legitimating
1980-07-12-right-manuel-vallejo-o-el-ruise-or-fla,candil,Candil,1980-07,1980,community,legitimating
1980-07-13-right-noticia-de-los-caf-s-cantantes-c,candil,Candil,1980-07,1980,criticism,legitimating
1980-07-13-right-noticia-de-los-caf-s-cantantes-c,candil,Candil,1980-07,1980,community,legitimating
1980-07-14-right-carta-a-pastora-pav-n-i-ina-de-l,candil,Candil,1980-07,1980,authenticity,mixed
1980-07-14-right-carta-a-pastora-pav-n-i-ina-de-l,candil,Candil,1980-07,1980,tradition,mixed
1980-07-14-right-carta-a-pastora-pav-n-i-ina-de-l,candil,Candil,1980-07,1980,criticism,mixed
1980-07-15-left-quienes-fueron-los-maestros,candil,Candil,1980-07,1980,tradition,legitimating
1980-07-15-left-quienes-fueron-los-maestros,candil,Candil,1980-07,1980,pedagogy,legitimating
1980-07-15-left-quienes-fueron-los-maestros,candil,Candil,1980-07,1980,criticism,legitimating
1980-07-16-left-flamenca,candil,Candil,1980-07,1980,criticism,mixed
1980-07-16-left-flamenca,candil,Candil,1980-07,1980,authenticity,mixed
1980-07-16-left-flamenca,candil,Candil,1980-07,1980,community,mixed
1980-09-3-right-editorial,candil,Candil,1980-09,1980,heritage,mixed
1980-09-3-right-editorial,candil,Candil,1980-09,1980,community,mixed
1980-09-3-right-editorial,candil,Candil,1980-09,1980,criticism,mixed
1980-09-4-right-seguridad-social-para-los-artist,candil,Candil,1980-09,1980,criticism,delegitimating
1980-09-6-right-a-prop-sito-de-un-juicio-progre-,candil,Candil,1980-09,1980,authenticity,contested
1980-09-6-right-a-prop-sito-de-un-juicio-progre-,candil,Candil,1980-09,1980,community,contested
1980-09-6-right-a-prop-sito-de-un-juicio-progre-,candil,Candil,1980-09,1980,criticism,contested
1980-09-7-right-las-letras-flamencas-de-joaquin-,candil,Candil,1980-09,1980,authenticity,legitimating
1980-09-7-right-las-letras-flamencas-de-joaquin-,candil,Candil,1980-09,1980,criticism,legitimating
1980-09-8-right-antonio-n-ez-el-chocolate,candil,Candil,1980-09,1980,pedagogy,legitimating
1980-09-8-right-antonio-n-ez-el-chocolate,candil,Candil,1980-09,1980,community,legitimating
1980-09-8-right-antonio-n-ez-el-chocolate,candil,Candil,1980-09,1980,criticism,legitimating
1980-09-10-left-algo-m-s-sobre-los-cantes-de-lev,candil,Candil,1980-09,1980,pedagogy,legitimating
1980-09-10-left-algo-m-s-sobre-los-cantes-de-lev,candil,Candil,1980-09,1980,authenticity,legitimating
1980-09-10-left-algo-m-s-sobre-los-cantes-de-lev,candil,Candil,1980-09,1980,tradition,legitimating
1980-09-10-right-taranta-cl-sica-taranto-y-tarant,candil,Candil,1980-09,1980,heritage,legitimating
1980-09-10-right-taranta-cl-sica-taranto-y-tarant,candil,Candil,1980-09,1980,pedagogy,legitimating
1980-09-12-right-la-garganta-en-el-cante-es-un-ri,candil,Candil,1980-09,1980,criticism,legitimating
1980-09-13-left-los-viejos-conservadores-y-las-b,candil,Candil,1980-09,1980,authenticity,contested
1980-09-13-left-los-viejos-conservadores-y-las-b,candil,Candil,1980-09,1980,tradition,contested
1980-09-13-left-los-viejos-conservadores-y-las-b,candil,Candil,1980-09,1980,community,contested
1980-09-14-right-aunque-no-quepa-en-el-papel,candil,Candil,1980-09,1980,criticism,contested
1980-09-14-right-aunque-no-quepa-en-el-papel,candil,Candil,1980-09,1980,community,contested
1980-09-15-right-julio-romero-de-torres-y-la-copl,candil,Candil,1980-09,1980,criticism,legitimating
1980-09-16-right-quienes-fueron-los-maestros,candil,Candil,1980-09,1980,pedagogy,mixed
1980-09-16-right-quienes-fueron-los-maestros,candil,Candil,1980-09,1980,criticism,mixed
1980-09-17-right-flamenca,candil,Candil,1980-09,1980,criticism,mixed
1980-09-17-right-flamenca,candil,Candil,1980-09,1980,tradition,mixed
1980-09-18-left-apuntes-flamencos-a-la-feria-de-,candil,Candil,1980-09,1980,criticism,mixed
1980-09-18-left-apuntes-flamencos-a-la-feria-de-,candil,Candil,1980-09,1980,community,mixed
1980-11-3-right-editorial,candil,Candil,1980-11,1980,authenticity,delegitimating
1980-11-3-right-editorial,candil,Candil,1980-11,1980,tradition,delegitimating
1980-11-3-right-editorial,candil,Candil,1980-11,1980,criticism,delegitimating
1980-11-4-right-el-comp-s-de-la-sole,candil,Candil,1980-11,1980,criticism,legitimating
1980-11-6-right-lo-jondo-en-salvador-rueda,candil,Candil,1980-11,1980,criticism,contested
1980-11-6-right-lo-jondo-en-salvador-rueda,candil,Candil,1980-11,1980,heritage,contested
1980-11-8-right-una-broma-de-mal-gusto-dada-en-1,candil,Candil,1980-11,1980,criticism,contested
1980-11-8-right-una-broma-de-mal-gusto-dada-en-1,candil,Candil,1980-11,1980,community,contested
1980-11-9-right-mi-encuentro-con-aurelio-en-c-di,candil,Candil,1980-11,1980,criticism,legitimating
1980-11-9-right-mi-encuentro-con-aurelio-en-c-di,candil,Candil,1980-11,1980,pedagogy,legitimating
1980-11-11-left-guitarra,candil,Candil,1980-11,1980,criticism,legitimating
1980-11-13-right-marcelo-barbero,candil,Candil,1980-11,1980,criticism,legitimating
1980-11-13-right-marcelo-barbero,candil,Candil,1980-11,1980,community,legitimating
1980-11-15-right-el-sentido-de-las-letras-en-el-c,candil,Candil,1980-11,1980,authenticity,mixed
1980-11-15-right-el-sentido-de-las-letras-en-el-c,candil,Candil,1980-11,1980,criticism,mixed
1980-11-17-left-una-mirada-atr-s,candil,Candil,1980-11,1980,criticism,mixed
1980-11-17-left-una-mirada-atr-s,candil,Candil,1980-11,1980,heritage,mixed
1980-11-17-left-una-mirada-atr-s,candil,Candil,1980-11,1980,tradition,mixed
1980-11-17-right-el-muestrario-flamenco-de-jose-l,candil,Candil,1980-11,1980,criticism,legitimating
1980-11-17-right-el-muestrario-flamenco-de-jose-l,candil,Candil,1980-11,1980,tradition,legitimating
1980-11-18-right-dimension-social-del-cante-flame,candil,Candil,1980-11,1980,criticism,contested
1980-11-18-right-dimension-social-del-cante-flame,candil,Candil,1980-11,1980,community,contested
1980-11-18-right-dimension-social-del-cante-flame,candil,Candil,1980-11,1980,authenticity,contested
1980-11-18-right-dimension-social-del-cante-flame,candil,Candil,1980-11,1980,pedagogy,contested
1980-11-18-right-dimension-social-del-cante-flame,candil,Candil,1980-11,1980,heritage,contested
1980-11-19-right-quienes-fueron-los-maestros,candil,Candil,1980-11,1980,criticism,legitimating
1980-11-19-right-quienes-fueron-los-maestros,candil,Candil,1980-11,1980,pedagogy,legitimating
1980-11-19-right-quienes-fueron-los-maestros,candil,Candil,1980-11,1980,tradition,legitimating
1981-02-3-left-revista-de-flamenco-pe-a-flamenc,candil,Candil,1981-02,1981,criticism,contested
1981-02-3-right-editorial,candil,Candil,1981-02,1981,criticism,legitimating
1981-02-3-right-editorial,candil,Candil,1981-02,1981,authenticity,legitimating
1981-02-3-right-editorial,candil,Candil,1981-02,1981,heritage,legitimating
1981-02-4-right-biografia,candil,Candil,1981-02,1981,heritage,legitimating
1981-02-4-right-biografia,candil,Candil,1981-02,1981,criticism,legitimating
1981-02-5-right-el-matrona-en-su-sitio,candil,Candil,1981-02,1981,criticism,legitimating
1981-02-5-right-el-matrona-en-su-sitio,candil,Candil,1981-02,1981,heritage,legitimating
1981-02-5-right-el-matrona-en-su-sitio,candil,Candil,1981-02,1981,community,legitimating
1981-02-6-right-loa-a-mi-inolvidable-maestro,candil,Candil,1981-02,1981,heritage,legitimating
1981-02-6-right-loa-a-mi-inolvidable-maestro,candil,Candil,1981-02,1981,pedagogy,legitimating
1981-02-6-right-loa-a-mi-inolvidable-maestro,candil,Candil,1981-02,1981,criticism,legitimating
1981-02-6-right-loa-a-mi-inolvidable-maestro,candil,Candil,1981-02,1981,community,legitimating
1981-02-8-right-el-caso-de-pepe-el-de-la-matrona,candil,Candil,1981-02,1981,criticism,legitimating
1981-02-8-right-el-caso-de-pepe-el-de-la-matrona,candil,Candil,1981-02,1981,community,legitimating
1981-02-8-right-el-caso-de-pepe-el-de-la-matrona,candil,Candil,1981-02,1981,heritage,legitimating
1981-02-9-right-su-cabellera-de-enhebrado-siglo,candil,Candil,1981-02,1981,pedagogy,legitimating
1981-02-9-right-su-cabellera-de-enhebrado-siglo,candil,Candil,1981-02,1981,heritage,legitimating
1981-02-9-right-su-cabellera-de-enhebrado-siglo,candil,Candil,1981-02,1981,criticism,legitimating
1981-02-11-right-el-viejo-maestro-sevillano,candil,Candil,1981-02,1981,criticism,legitimating
1981-02-11-right-el-viejo-maestro-sevillano,candil,Candil,1981-02,1981,community,legitimating
1981-02-12-left-la-memoria-anida-en-su-garganta,candil,Candil,1981-02,1981,criticism,legitimating
1981-02-12-left-la-memoria-anida-en-su-garganta,candil,Candil,1981-02,1981,tradition,legitimating
1981-02-12-left-la-memoria-anida-en-su-garganta,candil,Candil,1981-02,1981,heritage,legitimating
1981-02-12-right-conversaciones-entre-cante-y-can,candil,Candil,1981-02,1981,criticism,legitimating
1981-02-12-right-conversaciones-entre-cante-y-can,candil,Candil,1981-02,1981,community,legitimating
1981-02-14-right-un-encuentro-sevillano,candil,Candil,1981-02,1981,community,legitimating
1981-02-14-right-un-encuentro-sevillano,candil,Candil,1981-02,1981,pedagogy,legitimating
1981-02-14-right-un-encuentro-sevillano,candil,Candil,1981-02,1981,heritage,legitimating
1981-02-14-right-un-encuentro-sevillano,candil,Candil,1981-02,1981,authenticity,legitimating
1981-02-15-right-pepe-el-de-la-matrona-nos-habla-,candil,Candil,1981-02,1981,criticism,legitimating
1981-02-15-right-pepe-el-de-la-matrona-nos-habla-,candil,Candil,1981-02,1981,tradition,legitimating
1981-02-15-right-pepe-el-de-la-matrona-nos-habla-,candil,Candil,1981-02,1981,pedagogy,legitimating
1981-02-15-right-pepe-el-de-la-matrona-nos-habla-,candil,Candil,1981-02,1981,authenticity,legitimating
1981-02-16-right-persistes-tu,candil,Candil,1981-02,1981,tradition,legitimating
1981-02-16-right-persistes-tu,candil,Candil,1981-02,1981,heritage,legitimating
1981-02-16-right-persistes-tu,candil,Candil,1981-02,1981,criticism,legitimating
1981-02-17-right-glosa-y-recuerdo-de-pepe-el-de-l,candil,Candil,1981-02,1981,criticism,legitimating
1981-02-17-right-glosa-y-recuerdo-de-pepe-el-de-l,candil,Candil,1981-02,1981,authenticity,legitimating
1981-02-17-right-glosa-y-recuerdo-de-pepe-el-de-l,candil,Candil,1981-02,1981,tradition,legitimating
1981-02-17-right-glosa-y-recuerdo-de-pepe-el-de-l,candil,Candil,1981-02,1981,community,legitimating
1981-02-19-right-aunque-no-quepa-en-el-papel-bibl,candil,Candil,1981-02,1981,heritage,legitimating
1981-02-19-right-aunque-no-quepa-en-el-papel-bibl,candil,Candil,1981-02,1981,criticism,legitimating
1981-02-20-right-pepe-el-de-la-matrona-notas-para,candil,Candil,1981-02,1981,authenticity,mixed
1981-02-20-right-pepe-el-de-la-matrona-notas-para,candil,Candil,1981-02,1981,heritage,mixed
1981-02-20-right-pepe-el-de-la-matrona-notas-para,candil,Candil,1981-02,1981,criticism,mixed
1981-03-3-right-editorial,candil,Candil,1981-03,1981,tradition,mixed
1981-03-3-right-editorial,candil,Candil,1981-03,1981,criticism,mixed
1981-03-3-right-editorial,candil,Candil,1981-03,1981,authenticity,mixed
1981-03-4-right-lo-jondo-en-fernando-villal-n,candil,Candil,1981-03,1981,tradition,contested
1981-03-4-right-lo-jondo-en-fernando-villal-n,candil,Candil,1981-03,1981,criticism,contested
1981-03-4-right-lo-jondo-en-fernando-villal-n,candil,Candil,1981-03,1981,authenticity,contested
1981-03-7-right-notas-in-ditas,candil,Candil,1981-03,1981,criticism,legitimating
1981-03-7-right-notas-in-ditas,candil,Candil,1981-03,1981,pedagogy,legitimating
1981-03-7-right-notas-in-ditas,candil,Candil,1981-03,1981,heritage,legitimating
1981-03-8-right-joselero-y-el-quino,candil,Candil,1981-03,1981,criticism,legitimating
1981-03-10-right-algo-sobre-los-cantes-de-la-madr,candil,Candil,1981-03,1981,authenticity,delegitimating
1981-03-10-right-algo-sobre-los-cantes-de-la-madr,candil,Candil,1981-03,1981,criticism,delegitimating
1981-03-11-left-checo-jean,candil,Candil,1981-03,1981,criticism,legitimating
1981-03-11-right-rafael-romero,candil,Candil,1981-03,1981,tradition,legitimating
1981-03-11-right-rafael-romero,candil,Candil,1981-03,1981,pedagogy,legitimating
1981-03-11-right-rafael-romero,candil,Candil,1981-03,1981,criticism,legitimating
1981-03-13-left-las-letras-flamencas-de-antonio-,candil,Candil,1981-03,1981,criticism,legitimating
1981-03-13-right-el-sentimiento-amoroso-en-el-pri,candil,Candil,1981-03,1981,community,legitimating
1981-03-17-right-los-cafes-cantantes-en-una-notic,candil,Candil,1981-03,1981,heritage,contested
1981-03-17-right-los-cafes-cantantes-en-una-notic,candil,Candil,1981-03,1981,authenticity,contested
1981-03-17-right-los-cafes-cantantes-en-una-notic,candil,Candil,1981-03,1981,criticism,contested
1981-03-18-right-honor-y-lecturas-para-un-libro-c,candil,Candil,1981-03,1981,criticism,legitimating
1981-03-18-right-honor-y-lecturas-para-un-libro-c,candil,Candil,1981-03,1981,tradition,legitimating
1981-03-19-right-discograf-a-flamenca-no-es-el-ca,candil,Candil,1981-03,1981,criticism,delegitimating
1981-03-19-right-discograf-a-flamenca-no-es-el-ca,candil,Candil,1981-03,1981,authenticity,delegitimating
1981-03-20-left-quienes-fueron-los-maestros,candil,Candil,1981-03,1981,criticism,legitimating
1981-03-20-left-quienes-fueron-los-maestros,candil,Candil,1981-03,1981,tradition,legitimating
1981-05-3-right-editorial,candil,Candil,1981-05,1981,heritage,mixed
1981-05-3-right-editorial,candil,Candil,1981-05,1981,authenticity,mixed
1981-05-4-right-forman-el-gigantesco-rbol-flamen,candil,Candil,1981-05,1981,tradition,contested
1981-05-4-right-forman-el-gigantesco-rbol-flamen,candil,Candil,1981-05,1981,heritage,contested
1981-05-4-right-forman-el-gigantesco-rbol-flamen,candil,Candil,1981-05,1981,criticism,contested
1981-05-6-right-la-pintura-jonda-de-manuel-angel,candil,Candil,1981-05,1981,authenticity,legitimating
1981-05-6-right-la-pintura-jonda-de-manuel-angel,candil,Candil,1981-05,1981,tradition,legitimating
1981-05-6-right-la-pintura-jonda-de-manuel-angel,candil,Candil,1981-05,1981,pedagogy,legitimating
1981-05-6-right-la-pintura-jonda-de-manuel-angel,candil,Candil,1981-05,1981,criticism,legitimating
1981-05-8-left-por-arcadio-larrea,candil,Candil,1981-05,1981,criticism,contested
1981-05-8-right-chiclanita,candil,Candil,1981-05,1981,tradition,legitimating
1981-05-8-right-chiclanita,candil,Candil,1981-05,1981,criticism,legitimating
1981-05-9-right-datos-para-la-historia-del-arte-,candil,Candil,1981-05,1981,criticism,legitimating
1981-05-9-right-datos-para-la-historia-del-arte-,candil,Candil,1981-05,1981,community,legitimating
1981-05-10-right-las-letras-flamencas-de-mario-lo,candil,Candil,1981-05,1981,authenticity,legitimating
1981-05-10-right-las-letras-flamencas-de-mario-lo,candil,Candil,1981-05,1981,criticism,legitimating
1981-05-11-left-se-cubr-a-la-noche,candil,Candil,1981-05,1981,authenticity,legitimating
1981-05-11-left-se-cubr-a-la-noche,candil,Candil,1981-05,1981,pedagogy,legitimating
1981-05-11-left-se-cubr-a-la-noche,candil,Candil,1981-05,1981,criticism,legitimating
1981-05-11-right-gregorio-el-borrico-de-jerez,candil,Candil,1981-05,1981,pedagogy,legitimating
1981-05-11-right-gregorio-el-borrico-de-jerez,candil,Candil,1981-05,1981,community,legitimating
1981-05-11-right-gregorio-el-borrico-de-jerez,candil,Candil,1981-05,1981,tradition,legitimating
1981-05-13-right-honra-machismo-y-celos-en-el-sen,candil,Candil,1981-05,1981,community,delegitimating
1981-05-13-right-honra-machismo-y-celos-en-el-sen,candil,Candil,1981-05,1981,criticism,delegitimating
1981-05-16-right-las-soleares-de-jose-bergamin,candil,Candil,1981-05,1981,tradition,legitimating
1981-05-16-right-las-soleares-de-jose-bergamin,candil,Candil,1981-05,1981,criticism,legitimating
1981-05-18-right-discograf-a-flamenca,candil,Candil,1981-05,1981,criticism,mixed
1981-05-19-left-bodas-de-sangre-pel-cula-de-carl,candil,Candil,1981-05,1981,criticism,legitimating
1981-05-19-right-quienes-fueron-los-maestros,candil,Candil,1981-05,1981,pedagogy,mixed
1981-05-19-right-quienes-fueron-los-maestros,candil,Candil,1981-05,1981,criticism,mixed
1981-07-3-right-editorial,candil,Candil,1981-07,1981,authenticity,contested
1981-07-3-right-editorial,candil,Candil,1981-07,1981,community,contested
1981-07-4-right-documentos-flamencos-para-una-in,candil,Candil,1981-07,1981,criticism,mixed
1981-07-8-right-pedagogia-de-un-arte,candil,Candil,1981-07,1981,tradition,legitimating
1981-07-8-right-pedagogia-de-un-arte,candil,Candil,1981-07,1981,pedagogy,legitimating
1981-07-9-right-los-extremos-se-tocan,candil,Candil,1981-07,1981,authenticity,mixed
1981-07-9-right-los-extremos-se-tocan,candil,Candil,1981-07,1981,tradition,mixed
1981-07-9-right-los-extremos-se-tocan,candil,Candil,1981-07,1981,criticism,mixed
